row_id,Year,Reference,Study_population,Sample_type,Platform_class,Platform_detail,N_proteins,N_cis_pQTL,N_trans_pQTL,N_pQTL_total,N_pQTL_raw,N_samples,PMID,DOI,PubMed_url,DOI_url,orig_url,notes,flag
65,2022,"Chen et al. (ASHG abstract, 2022)",Women’s Health Initiative (WHI),Plasma/serum (assumed),PEA (Olink),targeted Olink panels,552,,,,not specified,"1,002",,,,,https://eppro01.ativ.me/web/page.php?page=IntHtml&project=ASHG22&id=2573,sample type assumed plasma/serum (not stated in source); ID unresolved (conf-abstract),conference-abstract
66,2022,"Koprulu et al. (ASHG abstract, 2022)",not specified,Plasma/serum (assumed),Immunoassay,a novel antibody-based assay (source not specified),"2,923",1553,,1553,"1,553 cis-pQTLs","1,180",,,,,https://eppro01.ativ.me/web/page.php?page=IntHtml&project=ASHG22&id=1944,sample type assumed plasma/serum (not stated in source); ID unresolved (conf-abstract),conference-abstract
67,2022,"Richardson et al. (ASHG abstract, 2022)",UK Biobank Pharma Proteomics Project,Plasma/serum (assumed),PEA (Olink),Olink Explore 1536 platform,"1,462",,,,not specified,"42,000",,,,,https://eppro01.ativ.me/web/page.php?page=IntHtml&project=ASHG22&id=1123,sample type assumed plasma/serum (not stated in source); ID unresolved (conf-abstract),conference-abstract
68,2022,"Kuliesius et al. (ASHG abstract, 2022)",Viking Health Study - Shetland,Plasma/serum (assumed),Aptamer (SomaScan),Somalogic aptamer-based technology,"6,434",,,456,456,not specified,,,,,https://eppro01.ativ.me/web/page.php?page=IntHtml&project=ASHG22&id=1535,sample type assumed plasma/serum (not stated in source); ID unresolved (conf-abstract),conference-abstract
69,2022,"Cruchaga et alk. (ASHG abstract, 2022)",Cerebrospinal fluid (CSF),CSF,Aptamer (SomaScan),Somalogic aptamer-based technology [study also has Metabolon mQTLs],"7,584",,,2472,"2,472","3,065",,,,,https://eppro01.ativ.me/web/page.php?page=IntHtml&project=ASHG22&id=1155,ID unresolved (conf-abstract),conference-abstract
70,2022,"Cai et al. (ASHG abstract, 2022)",African American (AA) and European American (EA) from the Women's Health Initiative,Plasma/serum (assumed),PEA (Olink),Olink Explore 1536 platform,"1,472",,,1678,"1,678 (AA), 1,153 (EA)","1,537 AA, 883 EA,1062 EA from Framingham Heart Study",,,,,https://eppro01.ativ.me/web/page.php?page=IntHtml&project=ASHG22&id=311,sample type assumed plasma/serum (not stated in source); ID unresolved (conf-abstract),conference-abstract
71,2022,"Siddiqui et al. (ASHG abstract, 2022)",Late-stage Alzheimer’s disease (case/control),Plasma/serum (assumed),Mass spec,"Proteograph Product Suite (Seer Inc.) using nanoparticle-based enrichment, DIA and DDA MS/MS","5,060/4,706 from DDA/DIA",59,3288,3347,"73/59 cis-pQTLs and 1,527/3,288 trans-pQTLs from DDA/DIA",139,,,,,https://eppro01.ativ.me/web/page.php?page=IntHtml&project=ASHG22&id=588,sample type assumed plasma/serum (not stated in source); ID unresolved (conf-abstract),conference-abstract
72,2022,"Chiou et al. (ASHG abstract, 2022)",UK Biobank Pharma Proteomics Project,Plasma/serum (assumed),PEA (Olink),Olink Explore 1536 platform,"1,424",,,28867,"28,867","35,306",,,,,https://eppro01.ativ.me/web/page.php?page=IntHtml&project=ASHG22&id=1861,sample type assumed plasma/serum (not stated in source); ID unresolved (conf-abstract),conference-abstract
73,2022,"Wingo et al. (ASHG abstract, 2022)","Brain proteomes (dorsolateral prefrontal cortex), European ancestry",Brain tissue,Other / unspecified,not specified,"10,198",,,,"1,171 SNP-by-sex interactions","1,100",,,,,https://eppro01.ativ.me/web/page.php?page=IntHtml&project=ASHG22&id=2514,pQTL count not cleanly parseable; see raw string; ID unresolved (conf-abstract),pqtl-ambiguous;conference-abstract
74,2022,"Surapaneni et al. (Kidney International, 2022)",Serum of African Americans,Serum,Aptamer (SomaScan),SOMAScan 4.1,"6,790",,,696,696,466,35870639,10.1016/j.kint.2022.07.005,https://pubmed.ncbi.nlm.nih.gov/35870639/,https://doi.org/10.1016/j.kint.2022.07.005,https://www.kidney-international.org/article/S0085-2538(22)00547-6/fulltext,,
76,2022,"Caron et al. (Genome Medicine, 2022)","Milieu Intérieur cohort, France",Plasma,Immunoassay,Luminex,229,,,152,152,400,35264221,10.1186/s13073-022-01032-y,https://pubmed.ncbi.nlm.nih.gov/35264221/,https://doi.org/10.1186/s13073-022-01032-y,https://genomemedicine.biomedcentral.com/articles/10.1186/s13073-022-01032-y,,
77,2022,"Hillary et al. (Alzheimers Dement, 2022)",Scottish Family Health Study,Plasma,Aptamer (SomaScan),SOMAscan v4,282 AD associated proteins,,,64,64,"1,064",35475137,10.1002/dad2.12280,https://pubmed.ncbi.nlm.nih.gov/35475137/,https://doi.org/10.1002/dad2.12280,https://alz-journals.onlinelibrary.wiley.com/doi/10.1002/dad2.12280,,
49,2023,Brown et al. (Nat. Comms. 2023),DIRECT study,Plasma/serum (assumed),PEA (Olink),"Immuno-assay (four Olink panels: CVD I, II, II, Development & Metabolism); study also incl. metabolomics & transcriptomics GWAS",373,1590,533,2123,"1,590 cis-pQTLs, 533 trans-pQTLs","3,029",37604891,10.1038/s41467-023-40569-3,https://pubmed.ncbi.nlm.nih.gov/37604891/,https://doi.org/10.1038/s41467-023-40569-3,https://www.nature.com/articles/s41467-023-40569-3,sample type assumed plasma/serum (not stated in source),
61,2023,"Thareja et al., Human Mol. Genetics (in press)","Qatar Biobank, whole genome sequencing",Plasma/serum (assumed),Aptamer (SomaScan),SomaScan1.3k,"1,301",,,2685,"2,685","2,935",36168886,10.1093/hmg/ddac243,https://pubmed.ncbi.nlm.nih.gov/36168886/,https://doi.org/10.1093/hmg/ddac243,https://academic.oup.com/hmg/advance-article/doi/10.1093/hmg/ddac243/6724969,sample type assumed plasma/serum (not stated in source),
75,2023,Hansson et al. (EMBO Mol. Med. 2022),Cerebrospinal fluid (CSF),CSF,PEA (Olink),"Olink panels (CVD-III, INF-I, NEU-I, NEUEXP) + other assays (ELISA, Meso Scale Discovery, ..)",398,,,176,176,"1,591",36504281,10.15252/emmm.202216359,https://pubmed.ncbi.nlm.nih.gov/36504281/,https://doi.org/10.15252/emmm.202216359,https://www.embopress.org/doi/full/10.15252/emmm.202216359,,
78,2023,"Koprulu et al. (Nature Metabolism, 2023)",EPIC-Norfolk (UK),Plasma/serum (assumed),PEA (Olink),Olink Explore 1536 and Explore Expansion assays,"1,180",,,256,256 unreported pQTLs,"2,923",36823471,10.1038/s42255-023-00753-7,https://pubmed.ncbi.nlm.nih.gov/36823471/,https://doi.org/10.1038/s42255-023-00753-7,https://www.nature.com/articles/s42255-023-00753-7,sample type assumed plasma/serum (not stated in source),
79,2023,"Niu et al., medRxiv 2023","HOLBAEK Study, children and adolescents (Denmark)",Plasma,Mass spec,DIA-MS,420,,,712,712 for 158 proteins,"1,914",,10.1101/2023.03.31.23287853,,https://doi.org/10.1101/2023.03.31.23287853,https://www.medrxiv.org/content/10.1101/2023.03.31.23287853v1,,
80,2023,"Xu et al. (Nat. Comm., 2023)",Han Chinese,Serum,Mass spec,SWATH-MS,304,,,195,195,"2,958",36797296,10.1038/s41467-023-36491-3,https://pubmed.ncbi.nlm.nih.gov/36797296/,https://doi.org/10.1038/s41467-023-36491-3,https://www.nature.com/articles/s41467-023-36491-3,,
81,2023,Wingo et al. (Nat. Med. 2023),Donors of European ancestry from multiple studies,Brain tissue,Mass spec,Isobaric tandem mass tag peptide labeling with peptides analyzed by liquid chromatography coupled to tandem mass spectrometry (MS),"10,198",,,1036025,"1,036,025 pQTLs identified in the first stage","1,277 human brain proteomes",37653343,10.1038/s41591-023-02509-y,https://pubmed.ncbi.nlm.nih.gov/37653343/,https://doi.org/10.1038/s41591-023-02509-y,https://www.nature.com/articles/s41591-023-02509-y,pQTL count not cleanly parseable; see raw string,pqtl-ambiguous
83,2023,Zhao et al. (Nat. Immun. 2023),11 cohorts from the Scallop consortium,Plasma/serum (assumed),PEA (Olink),Olink Inflamation panel,91,59,121,180,"180 pQTLs (59 cis, 121 trans)","14,824",37563310,10.1038/s41590-023-01588-w,https://pubmed.ncbi.nlm.nih.gov/37563310/,https://doi.org/10.1038/s41590-023-01588-w,https://www.nature.com/articles/s41590-023-01588-w,sample type assumed plasma/serum (not stated in source),
84,2023,Sun et al. (Nature 2023),UK Biobank Pharma Proteomics Project,Plasma,PEA (Olink),Olink Explore 3072,"2,923",,,14287,"14,287","54,219",37794186,10.1038/s41586-023-06592-6,https://pubmed.ncbi.nlm.nih.gov/37794186/,https://doi.org/10.1038/s41586-023-06592-6,https://www.nature.com/articles/s41586-023-06592-6,,
85,2023,Dhindsa et al. (Nature 2023),UK Biobank Pharma Proteomics Project,Plasma,PEA (Olink),Olink Explore 3072,"2,923",,,5433,"5,433 rare genotype–protein associations","49,736",37794183,10.1038/s41586-023-06547-x,https://pubmed.ncbi.nlm.nih.gov/37794183/,https://doi.org/10.1038/s41586-023-06547-x,https://www.nature.com/articles/s41586-023-06547-x,,
86,2023,Eldjarn et al. (Nature 2023),UK Biobank Pharma Proteomics Project,Plasma,PEA (Olink),Olink Explore 3072,"2,941",2102,24824,26926,"2,102 cis and 24,824 trans in the British or Irish ancestry group",">50,000",37794188,10.1038/s41586-023-06563-x,https://pubmed.ncbi.nlm.nih.gov/37794188/,https://doi.org/10.1038/s41586-023-06563-x,https://www.nature.com/articles/s41586-023-06563-x,,
88,2023,Carland et al. (Clin. Proteom. 2023),12 cohorts of primary European ancestry from Scallop,Plasma/serum (assumed),PEA (Olink),Olink Metabolism panel,92,,,503,503,"22,997",37550624,10.1186/s12014-023-09421-0,https://pubmed.ncbi.nlm.nih.gov/37550624/,https://doi.org/10.1186/s12014-023-09421-0,https://clinicalproteomicsjournal.biomedcentral.com/articles/10.1186/s12014-023-09421-0,sample type assumed plasma/serum (not stated in source),
89,2023,"Gilly et al. (Molecular Metabolism, 2023)",two isolated Greek populations,Serum,PEA (Olink),Olink Cardiometabolic panel,92,,,322,322,"3,005",37778719,10.1016/j.molmet.2023.101810,https://pubmed.ncbi.nlm.nih.gov/37778719/,https://doi.org/10.1016/j.molmet.2023.101810,https://doi.org/10.1016/j.molmet.2023.101810,,
90,2023,"Said et al. (MedRxiv, 2023)",China Kadoorie Biobank,Plasma,PEA (Olink),Olink Explore 1536 platform,"1,451",,,2872,"2,872","3,974",,10.1101/2023.11.13.23298365,,https://doi.org/10.1101/2023.11.13.23298365,https://www.medrxiv.org/content/10.1101/2023.11.13.23298365v1,,
91,2024,Suhre (Cell Genomics 2024),UK Biobank Pharma Proteomics Project,Plasma/serum (assumed),PEA (Olink),Olink Explore 1536 platform,"2,821 ratios",,,8462,"8,462 rQTLs","52,705",38412862,10.1016/j.xgen.2024.100506,https://pubmed.ncbi.nlm.nih.gov/38412862/,https://doi.org/10.1016/j.xgen.2024.100506,https://www.cell.com/cell-genomics/fulltext/S2666-979X(24)00033-8,sample type assumed plasma/serum (not stated in source),
92,2024,Kalnapenkis et al. (Scientific Reports 2024),Estonian Biobank,Plasma,PEA (Olink),"Olink CVD II, CVD III, Inflammation, Oncology II",326,184,94,278,"278 (184 cis, 94 trans)",500,38565889,10.1038/s41598-024-57966-3,https://pubmed.ncbi.nlm.nih.gov/38565889/,https://doi.org/10.1038/s41598-024-57966-3,https://www.nature.com/articles/s41598-024-57966-3,,
93,2025,Fang et al. medRxiv 2025,GTEx,Plasma/serum (assumed),Mass spec,LC-TMT-MS,"10,841",1981,,1981,1981 cis-pQTLs,700,,10.1101/2025.01.10.25320181,,https://doi.org/10.1101/2025.01.10.25320181,https://www.medrxiv.org/content/10.1101/2025.01.10.25320181v1,sample type assumed plasma/serum (not stated in source),
